episode_length,episode_return,fps,her_entropy,her_explained_variance,her_loss,her_loss_bc,her_loss_f,her_loss_policy,her_loss_q,her_norm_grads,memory_usage(GB),rewards,total_timesteps
800.0,-2.3968,1981,1.3215433359146118,-0.4035292863845825,0.017083648592233658,-0.0,0.02989955246448517,0.02989955246448517,0.0007990590529516339,0.06889395415782928,0.0,0.0,320000
262.8,-0.0472,1977,1.3651355504989624,-2.239708185195923,0.08234100788831711,-0.0,0.09313978254795074,0.09313978254795074,0.005705162882804871,0.1839158982038498,0.0,0.0,340000
467.2,-0.8648,1966,1.369676113128662,-2.346128463745117,0.04329393804073334,-0.0,0.054888106882572174,0.054888106882572174,0.004205185920000076,0.128393292427063,0.0,0.0,360000
617.3,-1.5656,1966,1.3501570224761963,-0.08770501613616943,-0.03052324801683426,-0.0,-0.017201369628310204,-0.017201369628310204,0.0003593818692024797,0.0384683832526207,0.0,0.0,380000
417.9,-0.6676,1968,1.3180688619613647,-1.2484703063964844,-0.11910321563482285,-0.0,-0.10796833038330078,-0.10796833038330078,0.004091599956154823,0.17844881117343903,0.0,0.0,400000
456.1,-0.8204,1964,1.37885320186615,-0.3431699275970459,-0.029595673084259033,-0.0,-0.015910178422927856,-0.015910178422927856,0.00020607479382306337,0.027753792703151703,0.0,0.0,420000
401.0,-0.6,1961,1.3267199993133545,-4.3784356117248535,0.3641909062862396,-0.0,0.3587574362754822,0.3587574362754822,0.03740134835243225,0.46983960270881653,0.0,0.0,440000
131.7,0.4772,1954,1.3513810634613037,-0.1765296459197998,-0.06826192885637283,-0.0,-0.05530203506350517,-0.05530203506350517,0.0011078293900936842,0.07271941006183624,0.0,0.0,460000
559.2,-1.3332,1951,1.2565171718597412,0.3901154398918152,-0.09962809085845947,-0.0,-0.08829674869775772,-0.08829674869775772,0.002467665821313858,0.11616627871990204,0.0,0.0,480000
211.7,0.1572,1952,1.3540780544281006,-0.8436834812164307,0.05996445566415787,-0.0,0.07210005819797516,0.07210005819797516,0.00281036295928061,0.10204174369573593,0.0,0.0,500000
454.8,-0.8152,1953,1.3567030429840088,0.01408451795578003,-0.08419445902109146,-0.0,-0.07154858857393265,-0.07154858857393265,0.0018423240398988128,0.0879889503121376,0.0,0.0,520000
120.3,0.5228,1955,1.2190921306610107,-0.1375877857208252,-0.041225798428058624,-0.0,-0.03228789195418358,-0.03228789195418358,0.006506028585135937,0.10778799653053284,0.0,0.0,540000
135.5,0.462,1951,1.3718204498291016,0.048582613468170166,-0.15709543228149414,-0.0,-0.1463562548160553,-0.1463562548160553,0.005958056077361107,0.18054167926311493,0.0,0.0,560000
264.9,-0.0556,1952,1.314582109451294,-2.631847858428955,0.5749141573905945,-0.0,0.5398974418640137,0.5398974418640137,0.09632502496242523,0.6407003402709961,0.0,0.0,580000
